sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
馬祖,連江縣,61,臭氧八小時,普通,1.4,0.24,50.9,58.9,26,11,3.5,4.3,0.8,3,338,2024-06-05 01:00,,0.2,13.1,25,1,119.93149378,26.15188416,75
埔里,南投縣,35,,良好,1,0.2,36.1,38.9,9,7,1.5,2.4,0.8,0.3,315,2024-06-05 01:00,,0.2,10.9,13,1,120.967903,23.968842,72
復興,高雄市,31,,良好,1.1,0.32,29.7,34.9,8,4,11.1,11.7,0.6,0.5,104,2024-06-05 01:00,,0.4,4.4,13,1,120.312017,22.608711,71
永和,新北市,40,,良好,1,0.31,45.5,43.2,20,12,9.6,10.2,0.6,1.1,95,2024-06-05 01:00,,0.4,12.2,22,0,121.516306,25.017,70
竹山,南投縣,44,,良好,1.3,0.18,32.9,49.0,11,13,4.1,4.4,0.3,1.5,338,2024-06-05 01:00,,0.1,13.4,14,1,120.677306,23.756389,69
中壢,桃園市,55,細懸浮微粒,普通,2.1,0.9,19.1,13.6,32,23,27.4,35.4,7.9,0.2,231,2024-06-05 01:00,,1.4,17.2,32,1,121.221667,24.953278,68
三重,新北市,38,,良好,0.5,0.38,35.2,26.1,28,13,17.7,22.7,5,-,-,2024-06-05 01:00,,0.7,11.7,27,1,121.493806,25.072611,67
冬山,宜蘭縣,40,,良好,0.9,0.19,21.4,25.7,25,11,2.7,2.6,0,1,296,2024-06-05 01:00,,0.2,12.2,31,0,121.792928,24.632203,66
宜蘭,宜蘭縣,35,,良好,1.2,0.27,26.1,25.1,20,10,5,6.1,1.1,0.5,204,2024-06-05 01:00,,0.3,10.9,24,1,121.746394,24.747917,65
陽明,臺北市,74,臭氧八小時,普通,1.9,0.17,53.9,62.2,26,8,1.5,2.2,0.6,3,190,2024-06-05 01:00,,0.1,8,22,1,121.529583,25.182722,64
花蓮,花蓮縣,39,,良好,1.1,0.21,39.8,42.2,20,10,2.5,2.7,0.1,2.7,225,2024-06-05 01:00,,0.2,10.6,24,0,121.599769,23.971306,63
臺東,臺東縣,42,,良好,1,0.16,49.5,45.0,24,6,1.3,3.1,1.7,0.3,303,2024-06-05 01:00,,0.1,8.5,26,1,121.15045,22.755358,62
恆春,屏東縣,51,臭氧八小時,普通,0.3,0.16,52.9,55.7,16,6,0.6,1,0.3,7.5,34,2024-06-05 01:00,,0.1,8.6,19,0,120.788928,21.958069,61
潮州,屏東縣,31,,良好,0.7,0.17,24.1,33.4,7,5,3.3,3.3,0,1.1,58,2024-06-05 01:00,,0.1,7.8,20,1,120.561175,22.523108,60
屏東,屏東縣,35,,良好,1,0.21,34.6,38.8,8,6,4.6,5.2,0.6,0.3,330,2024-06-05 01:00,,0.2,9.1,17,1,120.488033,22.673081,59
小港,高雄市,31,,良好,0.9,0.24,30.9,35.0,16,6,9,9.4,0.4,1,34,2024-06-05 01:00,,0.2,8.4,15,1,120.337736,22.565833,58
前鎮,高雄市,31,,良好,0.7,0.3,29.7,33.5,9,4,13.2,14.7,1.5,0.9,2,2024-06-05 01:00,,0.4,5.8,15,1,120.30833356,22.6044507,57
前金,高雄市,35,,良好,0.9,0.27,31.1,38.6,17,4,7.7,8.1,0.4,1.2,345,2024-06-05 01:00,,0.2,4.5,14,0,120.28676111,22.63390278,56
左營,高雄市,34,,良好,0.3,0.23,31.4,37.5,23,8,10,10.7,0.6,0.9,32,2024-06-05 01:00,,0.2,9.5,15,0,120.292917,22.674861,54
楠梓,高雄市,34,,良好,0.7,0.19,33.7,37.5,10,2,6.5,7.2,0.7,0.2,56,2024-06-05 01:00,,0.2,6.4,14,1,120.328289,22.733667,53
林園,高雄市,35,,良好,0.6,0.21,31.7,38.3,12,2,4.5,5.3,0.8,1.2,36,2024-06-05 01:00,,0.2,7.2,21,0,120.41175,22.4795,52
大寮,高雄市,31,,良好,11.9,0.23,26.2,33.1,16,5,10.5,11.7,1.1,0.1,63,2024-06-05 01:00,,0.2,7.7,19,2,120.425311,22.56413611,51
鳳山,高雄市,33,,良好,0.9,0.24,34.2,36.3,12,4,4.4,5.4,1,0.3,54,2024-06-05 01:00,,0.3,5.4,16,1,120.357422,22.628126,50
仁武,高雄市,33,,良好,1,0.26,32.5,36.9,8,7,12,12.9,0.9,0.3,100,2024-06-05 01:00,,0.2,7.9,11,1,120.332631,22.689056,49
橋頭,高雄市,34,,良好,1,0.19,34.6,38.0,9,1,6.1,6.8,0.6,1.1,32,2024-06-05 01:00,,0.2,6.1,12,1,120.305689,22.757506,48
美濃,高雄市,38,,良好,0.9,0.19,27.4,41.6,12,0,1.6,2.4,0.8,0.7,78,2024-06-05 01:00,,0.1,4.2,13,0,120.530542,22.883583,47
臺南,臺南市,36,,良好,0.6,0.23,38,39.6,6,5,9.3,9.8,0.5,0.8,38,2024-06-05 01:00,,0.2,5.4,8,0,120.21947897,22.98928311,46
安南,臺南市,40,,良好,1.1,0.27,36.5,43.9,17,9,7.9,8.5,0.5,0.3,24,2024-06-05 01:00,,0.2,7.1,14,1,120.2175,23.048197,45
善化,臺南市,40,,良好,1.3,0.27,29.5,43.3,10,6,4.4,5.3,0.9,0.3,209,2024-06-05 01:00,,0.1,8.6,11,1,120.29740529,23.11337642,44
新營,臺南市,48,,良好,0.7,0.21,45.3,52.7,9,15,4.1,4.6,0.5,0.3,87,2024-06-05 01:00,,0.2,7.1,15,1,120.31725,23.305633,43
嘉義,嘉義市,47,,良好,1.5,0.18,43.9,51.5,3,0,3.2,4.1,0.8,0.6,62,2024-06-05 01:00,,0.2,5.2,10,2,120.44125148,23.46477865,42
臺西,雲林縣,46,,良好,0.9,0.2,42.4,50.7,20,11,2.7,3.7,0.9,0.9,104,2024-06-05 01:00,,0.1,10.3,22,1,120.19933333,23.702175,41
朴子,嘉義縣,50,,良好,1.2,0.21,43.9,54.5,13,7,3.7,5.6,1.9,0.4,70,2024-06-05 01:00,,0.2,6.2,12,1,120.2478,23.46538,40
新港,嘉義縣,54,臭氧八小時,普通,1.1,0.22,44.5,56.3,26,12,5.6,7.3,1.7,0.4,80,2024-06-05 01:00,,0.2,12.5,25,1,120.345531,23.554839,39
崙背,雲林縣,50,,良好,0.2,0.21,35.8,48.8,27,20,3.1,4.5,1.3,1.1,107,2024-06-05 01:00,,0.1,15.4,24,0,120.348742,23.757547,38
斗六,雲林縣,50,,良好,1.2,0.25,47.5,54.9,15,10,5.1,6.3,1.2,0.2,6,2024-06-05 01:00,,0.2,14.5,21,1,120.544994,23.711853,37
南投,南投縣,44,,良好,0.8,0.2,41,47.1,11,4,3.3,4.7,1.4,0.2,238,2024-06-05 01:00,,0.2,10.8,21,0,120.685306,23.913,36
二林,彰化縣,53,細懸浮微粒,普通,0.4,0.21,36.9,54.5,31,17,5.1,6.1,0.9,1.1,111,2024-06-05 01:00,,0.2,16.2,30,1,120.409653,23.925175,35
線西,彰化縣,54,臭氧八小時,普通,1,0.22,40.2,56.8,23,14,7.4,8.1,0.6,1.4,115,2024-06-05 01:00,,0.2,15.1,30,1,120.469061,24.131672,34
彰化,彰化縣,50,,良好,1.7,0.24,42.2,54.8,24,11,5,6.1,1.1,0.5,177,2024-06-05 01:00,,0.2,15.1,28,1,120.541519,24.066,33
西屯,臺中市,59,細懸浮微粒,普通,1,0.28,38.8,47.5,30,21,9.8,11.7,1.9,0.5,203,2024-06-05 01:00,,0.2,18.7,27,1,120.616917,24.162197,32
忠明,臺中市,52,細懸浮微粒,普通,1,0.3,39.9,49.3,25,19,4.8,5.7,0.8,0.3,59,2024-06-05 01:00,,0.3,15.8,24,1,120.641092,24.151958,31
大里,臺中市,62,細懸浮微粒,普通,1.4,0.37,33.2,48.8,17,21,6.9,7.4,0.4,0.2,142,2024-06-05 01:00,,0.3,20,25,1,120.67844444,24.09961111,30
沙鹿,臺中市,55,細懸浮微粒,普通,,0.27,45.2,50.2,18,16,6.7,6.9,0.1,1,151,2024-06-05 01:00,,0.3,17.1,26,1,120.568794,24.225628,29
豐原,臺中市,50,,良好,1.2,0.25,35,42.6,23,12,3.4,3.8,0.4,0.6,162,2024-06-05 01:00,,0.2,15.4,24,1,120.74252414,24.25699731,28
三義,苗栗縣,50,,良好,0.8,0.28,26.3,34.9,19,16,5.5,6.7,1.1,0.3,209,2024-06-05 01:00,,0.2,15.3,22,1,120.75956754,24.38248443,27
苗栗,苗栗縣,30,,良好,1,0.23,21.9,23.1,11,13,6.5,7.6,1.1,0.7,164,2024-06-05 01:00,,0.3,9.2,15,1,120.82011468,24.56499183,26
頭份,苗栗縣,33,,良好,1.6,0.27,24.1,23.8,13,11,10.3,11.6,1.2,1.4,88,2024-06-05 01:00,,0.3,10.3,19,1,120.89869286,24.69690679,25
新竹,新竹市,40,,良好,1.4,0.54,13.5,16.2,19,17,24.2,25.1,0.8,1.3,158,2024-06-05 01:00,,0.5,11.6,20,1,120.97236752,24.8056356,24
竹東,新竹縣,29,,良好,0.6,0.22,16.9,19.0,33,8,4.5,5,0.4,0.2,227,2024-06-05 01:00,,0.3,8.9,23,1,121.08895493,24.74091408,23
湖口,新竹縣,59,細懸浮微粒,普通,2.1,0.36,18.7,22.5,34,12,20.5,22.2,1.6,1.9,131,2024-06-05 01:00,,0.4,18.6,34,2,121.03886894,24.90009696,22
龍潭,桃園市,55,細懸浮微粒,普通,1.3,0.37,21.4,29.8,30,19,23.3,24.6,1.3,0.6,244,2024-06-05 01:00,,0.4,17.3,32,1,121.21645772,24.86400048,21
平鎮,桃園市,46,,良好,0.8,0.43,35.9,32.4,37,14,19,19.7,0.6,0.7,192,2024-06-05 01:00,,0.5,14.1,29,1,121.203986,24.952786,20
觀音,桃園市,53,細懸浮微粒,普通,0.9,0.41,16.9,32.2,33,23,17.6,18.6,0.9,1.3,177,2024-06-05 01:00,,0.3,16.4,29,1,121.08283092,25.03556747,19
大園,桃園市,41,,良好,1.6,0.34,29.6,34.8,29,17,16.8,17.6,0.8,2.7,171,2024-06-05 01:00,,0.3,12.5,27,1,121.20251473,25.06100357,18
桃園,桃園市,49,,良好,1.4,0.43,29.3,38.2,29,25,20.7,21,0.3,1.1,203,2024-06-05 01:00,,0.4,15.2,25,1,121.30500531,24.9947107,17
大同,臺北市,58,細懸浮微粒,普通,0.2,0.52,39.2,24.0,28,11,11.6,13.7,2,-,-,2024-06-05 01:00,,0.8,18.2,37,0,121.51342074,25.06331455,16
松山,臺北市,46,,良好,1.7,0.26,42.8,35.5,32,11,9.6,10.6,0.9,0.6,83,2024-06-05 01:00,,0.3,14.1,29,1,121.578611,25.05,15
古亭,臺北市,43,,良好,1,0.18,49.8,46.9,30,12,4.3,4.9,0.6,1,90,2024-06-05 01:00,,0.2,11.7,24,1,121.529556,25.020608,14
萬華,臺北市,41,,良好,0.8,0.26,47.1,38.3,28,10,10.7,11.5,0.7,0.9,97,2024-06-05 01:00,,0.3,12.7,29,0,121.507972,25.046503,13
中山,臺北市,37,,良好,0.4,0.26,46.1,36.9,31,14,8.7,9,0.2,1.5,106,2024-06-05 01:00,,0.3,11.3,28,0,121.526528,25.062361,12
士林,臺北市,46,,良好,0.9,0.18,53.9,50.7,18,9,3.1,3.5,0.4,1.4,143,2024-06-05 01:00,,0.2,11.2,23,1,121.51666356,25.10334003,11
淡水,新北市,71,臭氧八小時,普通,0.6,0.17,57.2,61.4,31,13,2.2,2.5,0.2,3.9,150,2024-06-05 01:00,,0.1,11.7,34,1,121.449239,25.1645,10
林口,新北市,42,,良好,0.8,0.24,45.7,45.1,23,8,7.1,7.9,0.7,1.4,106,2024-06-05 01:00,,0.2,9.4,23,0,121.36548982,25.07798949,9
菜寮,新北市,42,,良好,1.3,0.24,49.5,45.3,25,10,6.5,6.8,0.3,1.7,102,2024-06-05 01:00,,0.3,9.9,25,1,121.481028,25.06895,8
新莊,新北市,41,,良好,0.4,0.25,46.3,40.7,26,12,8.1,8.2,0,1.2,84,2024-06-05 01:00,,0.3,12.5,26,0,121.4325,25.037972,7
板橋,新北市,38,,良好,0.7,0.31,50.4,41.1,26,9,8.7,9.1,0.4,1.6,122,2024-06-05 01:00,,0.3,9,27,0,121.458667,25.012972,6
土城,新北市,54,細懸浮微粒,普通,1.4,0.36,35.8,43.9,29,22,10.8,11,0.2,1.4,224,2024-06-05 01:00,,0.3,16.6,29,1,121.451861,24.982528,5
新店,新北市,51,細懸浮微粒,普通,1.4,0.21,54.5,52.5,22,13,3.7,4.3,0.5,1.8,152,2024-06-05 01:00,,0.2,15.5,25,1,121.537778,24.977222,4
萬里,新北市,31,,良好,2,0.19,44.9,34.9,28,8,5.9,6.8,0.9,1.5,176,2024-06-05 01:00,,0.2,8.5,24,1,121.689881,25.179667,3
汐止,新北市,44,,良好,1,0.16,50.1,47.6,25,12,6.7,7.4,0.6,0.9,59,2024-06-05 01:00,,0.1,10.8,22,1,121.64081,25.06624,2
基隆,基隆市,44,,良好,1.2,0.17,53.9,48.1,26,10,2.1,2.7,0.5,1.1,83,2024-06-05 01:00,,0.2,9,23,1,121.760056,25.129167,1
屏東(枋山),屏東縣,61,臭氧八小時,普通,0.2,0.15,64,58.5,22,10,1.7,1.7,0,2.4,52,2024-06-05 00:00,,0.1,6.7,18,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,51,細懸浮微粒,普通,0,0.48,35.3,41.6,28,21,9.5,9.9,0.3,0.9,84,2024-06-05 00:00,,0.4,15.5,24,0,120.65525382,24.39017512,312
新北(樹林),新北市,55,細懸浮微粒,普通,0.5,0.36,21.4,23.5,38,20,14.6,15.6,0.9,0,97,2024-06-05 00:00,,0.4,17.3,30,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,43,,良好,0.7,0.18,39.9,46.3,6,7,3.2,3.4,0.1,1.5,312,2024-06-05 00:00,,0.2,11,14,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,44,,良好,0.2,0.21,44.7,47.2,12,10,5.9,6.1,0.2,0.2,119,2024-06-05 00:00,,0.1,7.8,15,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,36,,良好,1.4,0.19,29.6,39.2,9,6,4.2,4.9,0.7,0.4,356,2024-06-05 00:00,,0.1,6.3,10,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,53,細懸浮微粒,普通,1.1,0.25,43.9,52.5,20,16,5.1,5.3,0.2,0.7,106,2024-06-05 00:00,,0.3,16.3,27,1,120.56373,23.96117,201
大城,彰化縣,71,臭氧八小時,普通,1.1,0.16,45.2,61.5,14,9,2.1,3.6,1.5,0.3,317,2024-06-05 00:00,,0.1,12.5,23,2,120.26964167,23.85493056,85
富貴角,新北市,58,臭氧八小時,普通,0.5,0.14,55.7,57.4,29,13,2.1,2.1,0,7.6,98,2024-06-05 00:00,,0.1,11.2,27,0,121.53656894,25.29681695,84
麥寮,雲林縣,51,臭氧八小時,普通,1.2,0.23,46.4,55.6,20,16,4.3,6.1,1.8,1.6,139,2024-06-05 00:00,,0.2,12.6,20,2,120.251825,23.753506,83
關山,臺東縣,34,,良好,0.7,0.18,25.8,36.6,25,6,2.8,3,0.1,0.7,260,2024-06-05 00:00,,0.1,10.4,24,0,121.161933,23.045083,80
馬公,澎湖縣,87,臭氧八小時,普通,1.3,0.19,60.8,66.7,22,11,3.8,4,0.2,0.4,117,2024-06-05 00:00,,0.2,11.6,25,1,119.566158,23.569031,78
金門,金門縣,47,,良好,1.7,0.24,40,41.9,24,17,13.5,14.5,1,3.3,324,2024-06-05 00:00,,0.2,14.4,20,2,118.312256,24.432133,77
馬祖,連江縣,67,臭氧八小時,普通,1.5,0.26,50.6,60.0,24,13,4.3,5.3,0.9,3.4,332,2024-06-05 00:00,,0.2,13.8,24,1,119.93149378,26.15188416,75
埔里,南投縣,37,,良好,1,0.2,41.5,39.4,9,8,1.4,2.4,0.9,0.6,282,2024-06-05 00:00,,0.2,11.5,15,1,120.967903,23.968842,72
復興,高雄市,34,,良好,1,0.44,33,37.6,12,3,9.4,10.4,1,0.4,143,2024-06-05 00:00,,0.4,4.7,15,1,120.312017,22.608711,71
永和,新北市,40,,良好,1,0.3,46.7,43.4,25,13,8.5,9.3,0.8,0.8,81,2024-06-05 00:00,,0.4,12.4,22,1,121.516306,25.017,70
竹山,南投縣,47,,良好,1,0.18,53.8,51.5,8,10,3.4,3.6,0.2,1.2,91,2024-06-05 00:00,,0.1,13.9,15,1,120.677306,23.756389,69
中壢,桃園市,57,二氧化氮,普通,1.4,1.43,7.8,13.2,34,16,39.4,61.5,22,0.2,240,2024-06-05 00:00,,1.5,16.2,33,1,121.221667,24.953278,68
三重,新北市,38,,良好,0.5,0.45,32.6,24.2,29,9,20.9,29.1,8.1,-,-,2024-06-05 00:00,,0.7,11.8,27,1,121.493806,25.072611,67
冬山,宜蘭縣,39,,良好,0.7,0.2,22.8,27.9,25,15,3.8,3.8,0,1,294,2024-06-05 00:00,,0.2,12.1,33,0,121.792928,24.632203,66
宜蘭,宜蘭縣,35,,良好,1.3,0.29,23,24.9,17,7,6.6,7.7,1.1,0.7,16,2024-06-05 00:00,,0.3,10.7,24,1,121.746394,24.747917,65
陽明,臺北市,80,臭氧八小時,普通,2.3,0.17,53.6,64.0,19,7,1.7,2.4,0.7,3.7,180,2024-06-05 00:00,,0.1,8.1,22,1,121.529583,25.182722,64
花蓮,花蓮縣,41,,良好,1,0.21,38,44.3,26,12,3.2,3.7,0.4,2.1,218,2024-06-05 00:00,,0.2,10.5,25,0,121.599769,23.971306,63
臺東,臺東縣,42,,良好,1.2,0.16,41.7,45.2,22,8,1.6,3.5,1.8,0.8,306,2024-06-05 00:00,,0.1,9,27,1,121.15045,22.755358,62
恆春,屏東縣,51,臭氧八小時,普通,0.4,0.15,56,55.9,21,8,0.5,0.9,0.3,7.8,36,2024-06-05 00:00,,0.1,9.3,21,0,120.788928,21.958069,61
潮州,屏東縣,34,,良好,0.6,0.16,27.2,37.7,18,4,3,3.1,0,1.2,45,2024-06-05 00:00,,0.2,8.3,23,1,120.561175,22.523108,60
屏東,屏東縣,39,,良好,1,0.2,39.2,42.2,7,7,4.5,5.3,0.7,0.3,13,2024-06-05 00:00,,0.2,10.1,20,1,120.488033,22.673081,59
小港,高雄市,34,,良好,0.6,0.25,30.7,37.3,14,7,11.5,11.8,0.3,0.7,39,2024-06-05 00:00,,0.3,9.4,14,1,120.337736,22.565833,58
前鎮,高雄市,32,,良好,0.3,0.35,31.4,36.0,18,2,12.3,13.9,1.6,1.1,19,2024-06-05 00:00,,0.3,6.5,15,1,120.30833356,22.6044507,57
前金,高雄市,37,,良好,0.6,0.28,32.6,40.9,14,4,8.8,9.3,0.4,1.5,343,2024-06-05 00:00,,0.2,4.5,13,0,120.28676111,22.63390278,56
左營,高雄市,36,,良好,1,0.26,28,39.6,13,6,12.4,13.4,0.9,1,20,2024-06-05 00:00,,0.2,10.3,14,0,120.292917,22.674861,54
楠梓,高雄市,35,,良好,0.8,0.19,36.5,39.0,10,3,6.8,7.4,0.5,0.3,14,2024-06-05 00:00,,0.2,8,16,1,120.328289,22.733667,53
林園,高雄市,38,,良好,0.3,0.18,32.8,41.8,22,5,3.1,3.7,0.5,1.1,29,2024-06-05 00:00,,0.2,9,23,0,120.41175,22.4795,52
大寮,高雄市,31,,良好,4.5,0.21,28.3,34.1,12,6,11.6,13.2,1.5,0.5,4,2024-06-05 00:00,,0.2,9,20,2,120.425311,22.56413611,51
鳳山,高雄市,34,,良好,0.8,0.26,36.9,37.4,11,5,5.3,6.4,1.1,0.5,90,2024-06-05 00:00,,0.4,6.2,16,1,120.357422,22.628126,50
仁武,高雄市,35,,良好,2,0.28,25.3,38.5,11,7,16.6,17.6,1,0.3,10,2024-06-05 00:00,,0.2,8.4,12,1,120.332631,22.689056,49
橋頭,高雄市,36,,良好,0.9,0.19,36.8,39.6,9,2,7,7.5,0.5,1.3,41,2024-06-05 00:00,,0.2,7.6,13,1,120.305689,22.757506,48
美濃,高雄市,42,,良好,0.9,0.18,32.1,45.4,11,0,1.7,2.3,0.5,0.7,359,2024-06-05 00:00,,0.2,5.3,13,0,120.530542,22.883583,47
臺南,臺南市,19,,良好,0.3,0.24,42.3,,6,5,9.3,9.7,0.3,0.7,40,2024-06-05 00:00,,0.2,6,10,1,120.21947897,22.98928311,46
安南,臺南市,42,,良好,0.9,0.24,42,45.7,11,8,6.1,6.6,0.4,0.3,32,2024-06-05 00:00,,0.2,6.6,14,1,120.2175,23.048197,45
善化,臺南市,42,,良好,1.1,0.18,41.8,45.7,10,7,3.6,4.3,0.7,0.3,99,2024-06-05 00:00,,0.1,9,11,1,120.29740529,23.11337642,44
新營,臺南市,49,,良好,0.8,0.22,50.2,53.5,9,4,4,4.6,0.5,0.3,118,2024-06-05 00:00,,0.2,5.6,16,1,120.31725,23.305633,43
嘉義,嘉義市,48,,良好,1.6,0.19,44.1,52.6,5,2,3.2,4.1,0.9,0.7,226,2024-06-05 00:00,,0.2,6.4,11,2,120.44125148,23.46477865,42
臺西,雲林縣,51,臭氧八小時,普通,0.9,0.19,45.8,55.2,21,11,2.9,4,1,1.7,137,2024-06-05 00:00,,0.2,9.5,22,1,120.19933333,23.702175,41
朴子,嘉義縣,51,臭氧八小時,普通,1.5,0.21,49.8,55.3,10,5,3.2,5.8,2.5,0.8,112,2024-06-05 00:00,,0.2,6,13,1,120.2478,23.46538,40
新港,嘉義縣,58,臭氧八小時,普通,1.7,0.2,50.4,57.8,17,11,4.6,6.1,1.5,0.2,287,2024-06-05 00:00,,0.2,13,28,1,120.345531,23.554839,39
崙背,雲林縣,49,,良好,0.1,0.2,41.4,53.5,21,14,3.2,4.5,1.2,1,98,2024-06-05 00:00,,0.2,14.4,23,0,120.348742,23.757547,38
斗六,雲林縣,51,臭氧八小時,普通,1.1,0.25,53.1,55.4,19,14,6.4,7.6,1.1,0.2,105,2024-06-05 00:00,,0.2,15.3,22,1,120.544994,23.711853,37
南投,南投縣,44,,良好,0.7,0.2,40.9,48.0,17,6,4.1,5.4,1.3,1.5,148,2024-06-05 00:00,,0.2,13,24,0,120.685306,23.913,36
二林,彰化縣,64,臭氧八小時,普通,0.5,0.2,43.8,59.7,17,10,3.1,4,0.9,1.7,128,2024-06-05 00:00,,0.2,16.3,31,1,120.409653,23.925175,35
線西,彰化縣,64,臭氧八小時,普通,1,0.21,45.5,59.4,21,10,5.7,6.2,0.4,2.5,173,2024-06-05 00:00,,0.2,15.8,33,1,120.469061,24.131672,34
彰化,彰化縣,61,臭氧八小時,普通,0.9,0.22,44.3,58.0,21,14,4.5,5.6,1.1,0.8,196,2024-06-05 00:00,,0.2,16,30,1,120.541519,24.066,33
西屯,臺中市,57,細懸浮微粒,普通,1,0.29,39.8,50.9,22,24,12.6,14.4,1.8,0.3,161,2024-06-05 00:00,,0.2,17.9,27,1,120.616917,24.162197,32
忠明,臺中市,49,,良好,1.1,0.31,44.4,50.9,21,17,6,6.9,0.8,0.8,127,2024-06-05 00:00,,0.3,15.2,24,1,120.641092,24.151958,31
大里,臺中市,61,細懸浮微粒,普通,1.1,0.3,42.9,50.2,26,22,5.8,6.4,0.5,0.5,115,2024-06-05 00:00,,0.3,19.7,28,1,120.67844444,24.09961111,30
沙鹿,臺中市,56,細懸浮微粒,普通,,0.29,46.7,52.9,22,25,7.7,7.9,0.2,2.1,149,2024-06-05 00:00,,0.3,17.5,28,1,120.568794,24.225628,29
豐原,臺中市,53,細懸浮微粒,普通,1.1,0.29,34.7,44.6,21,17,5.9,6.2,0.3,2.1,186,2024-06-05 00:00,,0.2,16.4,25,1,120.74252414,24.25699731,28
三義,苗栗縣,48,,良好,0.9,0.27,30.5,38.0,19,14,5.4,6.5,1,1.1,200,2024-06-05 00:00,,0.2,14.8,23,1,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,0.9,0.25,32.7,22.6,17,12,5.8,6.5,0.7,1.3,177,2024-06-05 00:00,,0.3,8.7,15,1,120.82011468,24.56499183,26
頭份,苗栗縣,33,,良好,1.8,0.39,16.4,22.7,23,13,18.3,19.8,1.4,0.7,98,2024-06-05 00:00,,0.3,10.3,20,1,120.89869286,24.69690679,25
新竹,新竹市,51,二氧化氮,普通,1.6,0.88,2.3,17.1,21,12,31.1,37.9,6.7,0.8,161,2024-06-05 00:00,,0.5,11.5,20,1,120.97236752,24.8056356,24
竹東,新竹縣,29,,良好,0.7,0.25,17.8,18.4,21,8,6.1,6.6,0.4,0.2,156,2024-06-05 00:00,,0.3,9,21,1,121.08895493,24.74091408,23
湖口,新竹縣,62,細懸浮微粒,普通,2.1,0.51,5.5,24.6,27,17,30.6,32.8,2.1,0.2,98,2024-06-05 00:00,,0.4,20.1,35,2,121.03886894,24.90009696,22
龍潭,桃園市,55,細懸浮微粒,普通,1.2,0.44,19.2,31.2,31,16,23.1,24.3,1.2,0.6,211,2024-06-05 00:00,,0.4,17,32,1,121.21645772,24.86400048,21
平鎮,桃園市,59,二氧化氮,普通,1,0.65,8.1,33.1,26,14,42.8,55,12.2,0.5,199,2024-06-05 00:00,,0.5,13.6,28,1,121.203986,24.952786,20
觀音,桃園市,48,,良好,1.5,0.31,27.1,35.2,27,17,15.5,16.4,0.8,0.8,206,2024-06-05 00:00,,0.3,14.7,27,1,121.08283092,25.03556747,19
大園,桃園市,37,,良好,1.9,0.27,39.2,36.5,23,12,14.3,15.1,0.8,0.9,147,2024-06-05 00:00,,0.3,11.3,27,1,121.20251473,25.06100357,18
桃園,桃園市,43,,良好,1.4,0.37,39.5,40.0,22,14,14.8,15.3,0.4,0.3,199,2024-06-05 00:00,,0.4,13.1,25,1,121.30500531,24.9947107,17
大同,臺北市,60,細懸浮微粒,普通,0.3,0.43,35,20.8,34,17,16,20.2,4.2,-,-,2024-06-05 00:00,,0.9,19,39,0,121.51342074,25.06331455,16
松山,臺北市,48,,良好,1.7,0.26,42.5,33.4,26,15,11.2,12.1,0.8,0.8,43,2024-06-05 00:00,,0.3,14.7,28,1,121.578611,25.05,15
古亭,臺北市,43,,良好,1.1,0.19,50.3,46.4,23,13,5.9,6.4,0.4,1.6,52,2024-06-05 00:00,,0.2,11.8,23,1,121.529556,25.020608,14
萬華,臺北市,44,,良好,0.7,0.28,44,36.4,34,12,13.7,14.5,0.8,1.8,82,2024-06-05 00:00,,0.3,13.5,29,0,121.507972,25.046503,13
中山,臺北市,37,,良好,0.4,0.25,45.8,35.0,27,11,9.2,9.7,0.4,2,116,2024-06-05 00:00,,0.3,11.5,27,0,121.526528,25.062361,12
士林,臺北市,45,,良好,1,0.18,53.8,49.5,26,9,3.4,3.9,0.5,0.9,106,2024-06-05 00:00,,0.2,12.3,24,1,121.51666356,25.10334003,11
淡水,新北市,71,臭氧八小時,普通,1.2,0.17,59.1,61.8,35,12,2.1,2.4,0.3,5.1,150,2024-06-05 00:00,,0.1,11.3,34,1,121.449239,25.1645,10
林口,新北市,41,,良好,0.7,0.21,48.1,44.5,22,12,6.6,7.4,0.7,3.2,119,2024-06-05 00:00,,0.2,9.6,24,0,121.36548982,25.07798949,9
菜寮,新北市,41,,良好,1.2,0.24,49.4,44.6,29,15,7.8,8.2,0.3,2.6,91,2024-06-05 00:00,,0.3,9.5,26,1,121.481028,25.06895,8
新莊,新北市,40,,良好,0.3,0.26,43.8,39.7,29,11,10.3,10.3,0,2.1,68,2024-06-05 00:00,,0.3,12.2,26,0,121.4325,25.037972,7
板橋,新北市,36,,良好,0.5,0.32,46.5,39.8,26,9,10.8,11.4,0.6,0.9,110,2024-06-05 00:00,,0.4,8.7,27,0,121.458667,25.012972,6
